Description,Followers_count,Following_count,HCP_flag
Oncology at Harvard Cancer Center MGHCancerCenter DanaFarber Formerly DukeMedicine Passionate about improving cancer care PallOnc GeriOnc,1049,398,1
Good Food Advocate metabolic and bariatric surgeon sleevegastrectomy gastricbypass LapBand Linx and nissen Passion for cure of type 2 diabetes,54215,56901,1
Passionate about BreastReconstruction Advocate for SharedDecisionMaking Coffee addict Board certified plasticsurgeon microsurgeon PRMA PlasticSurgery,6508,5021,1
Illusion never changed into something real,348,277,0
Dir of Comms Ext Affairs Johnson Johnson Innovation opinions my own Boston Sports Fan Golf Lover,515,687,0
Associate Solicitor irwinmitchell Solicitors specialising in Claimant asbestos related disease Any views expressed are my own and not those of the firm,221,546,0
Event Planner recovering On quest for authentic food people and pairings Carpe diem make your lives extraordinary Chicago travel gourmetsoiree writer,3491,3804,0
Training and dissemination in Genomic Medicine and Personalized Medicine Training dissemination activities in Genomic Personalized Medicine,3527,426,0
PhD Molecular oncology heliotherapy aquasports nuf said,40,104,1
Change is the only constant,62,20,0
Fitness Clean eating Red lips Crazy cat lady Vegetarian Juicing Animal lover Gluten intolerant Health nerd Blogger Hot yoga Student Nurse Country music Aunti,387,959,1
A social innovation network for the Ivy League RT does not necessarily indicate an endorsement,390,284,0
Focus on translational cancer biology genetics genomics drug discovery Strong distaste for pseudo science and hand wavey mechanisms of action,827,131,1
Oncologist sloan_kettering Stem cell transplantation Lymphoma Leukemia MDS Myeloma Immunotherapy Tweets are mine,2338,474,1
,8,30,0
R D Projects Engineer Fabentech Antibody InfectiousDisease Biotechnology,22,83,0
PhD clinical nurse specialist gerontology and acute critical care expert nurse educator researcher former ICU nurse and patient advocate,395,452,1
Colocolino Lover of my son and my family Trying to be good,23,65,0
Love Food Gadgets WWW Music Fashion R fuels 4 life Well sitcoms make it spicier giggles do it tangier a ringtone turns it sweeter dreams push it further,169,398,0
M D Pathology Pathology is my stuff Pathology is my thing La Patologia es put cosas,307,519,1
A force united by a promise to end breast cancer funding groundbreaking research community health advocacy programs globally Formerly KomenfortheCure,100333,4041,0
Quirky science enthusist runner You can also find tons animal nature my artwork photos from my travels on instagram ZOOACHILLES,54,64,0
,132,95,1
,39,92,1
PhD Candidate at the University of Toronto studying prostate cancer Editor In Chief of the IMS Magazine science nerd extreme foodie,250,461,1
EUROPEAN SPANISH CATALAN FREEDOM BUT NOT LIBERTINAGE BETTER UNITED,1142,921,0
Big Fans of Real Madrid Cf,172,2001,0
Consultant Medical Oncologist with interests in Breast Bowel Cancer SIRT targeted liver tumour treatments Oncology Healthcare Macroeconomics,1488,1174,1
A Corgi who is concerned about the world Opinion from a corgi should not be taken too seriously or lightly Following or retweet does not suggest endorsement,33,186,0
Expert in Oncology and Palliative Care EONS Executive Board Member Clinical Trials Researcher and Consultant in nursing education,82,89,1
A sage polyglot who speak five different languages English Profanity Sarcasm Truth and Love Lazily yours Jolly o Choy 蔡榮栢,583,122,0
perfect just perfect my eyes burn bad spelling,84,352,0
Biotech investor focused on identifying companies at risk reward inflection points,2293,160,0
Director Media Relations for Robert Wood Johnson Foundation RWJF Previously covered health medicine for BusinessWeek Reuters Xconomy and other outlets,1561,1026,0
Changing Behaviour to do the most talked about creative and ROI work in otc Pharmaceutical and veterinary marketing,635,849,0
The shirt of Real Madrid is white It can be smeared with sweat mud and even with blood but never shame Oppositor to the National Police 1 6 14,325,399,0
The expert on anything was once a beginner eHealth beginner,81,285,0
,38,153,1
No one died asphyxiated by swallowing their pride,699,868,0
"For those of us who are new to this, a RT helps us more than a FAV",299,236,0
I am an Oncology Bone Marrow Transplant RN passionate about cancer care palliative care I also love American made stuff country music sports and Colorado,296,395,1
Wife momma loyal friend connector mentor servant oriented leader love taking snaps adore Finn and Beau Loving life Passionate about power of social media,644,1210,0
University or so it seems Celtics Causeway St When telling the truth becomes a revolutionary act Dreamer then if not that would be the EDM life,291,326,0
Specialist in General Surgery Specialist in Hospital Management Master in Strategic Management and Innovation Management,946,661,1
Assoc Prof of Urologic Oncology FCUroOnc Digital Media Editor EUplatinum Co founder VisibleHealth drawMDapp UrologyMatch Views Mine RTs E,1994,474,1
I look like a bread of God but I am the way of the Devil,230,364,0
Public Accountant Est Nac UNL Diamond Santa Fe Argentina NEVER GIVE UP,414,251,0
,818,2003,0
MD student BUMedicine MPH student HarvardChanSPH globalsurgery trauma and humanitarian emergencies But most of all ultimate frisbee,62,219,1
Capitalising on commonalities valuing the difference,125,231,0
,130,980,0
FOLLOW AND FOLLOW YOU MOM by Olivia SaltaLaBanca that is ROCK River Plate Camila Gonzalez,549,2000,0
Photography DO NOT ADD ME TO LISTS BLOCKED Retweets not endorsement just interest or same applies fav If you are marketing I m not buying will Block,381,335,0
Mother of 3 Wife Surgical Chief Resident Researcher Seahawks Fan,842,820,1
Board Certified Gastroenterologist NJ NY Metro area trained at Memorial Sloan Kettering Cancer Center FACG AGAF Columbia College 78 NY Medical College 82,548,394,1
work hard play hard be kind,9974,39,0
HyperSensible Frustrated surfer Water lover Compulsive swimmer,104,154,0
I AM AS I AM SOMEBODY MUST BE,337,288,0
Fellowship Director Palliative Care MD Anderson Cancer Center hpm palliative MDAndersonNews IAPCpage hpmglobal HPMedu Pallonc meded MyownTweets,363,722,1
,1004,1998,0
Barrister at Cloisters specialising in clinical negligence personal injury employment equality and public law human rights work,66,231,0
The things you re proudest of often come from projects that made you uncomfortable http t co tosN1cqBM2,2151,1412,0
Pediatric oncologist researcher advocate explorer foodie soapboxer,99,202,1
23 Nurse Lover of music food all things beauty IG nisa_kolovich Snapchat nkolovich,301,723,1
Uniquly unique Jamaican SouthKorean IG its_snookes Snapchat its_snookes,855,368,0
FreedomCatalonia2014 Vizconde d'Àger from Purroï and Llaguarres to the West to Florejacs and Llordà in Orient de la Frontera http t co qV5xaO99O0,4064,4288,0
FuerzaVsCáncer LLReg11 Share your Story is our Force against cancer,1121,1988,0
Urology trainee views my own,64,102,1
Venture capitalist Capital Midwest IT social media junkie sports music enthusiast bargain hunter celeb watcher foodie proud dad of 3 kids mtamo,2397,2632,0
Interested in Biotech w focus on new drugs Long only Want to hear all sides of argument even if I own the stock Relentless stock cheerleading red flag,308,401,0
If you do not support now then do not celebrate with us a winning team is not created in one day BelieveInMclarenHonda,41,109,0
,137,184,0
,4270,2181,0
Female Dubbellin via Belfast Acts writes voiceovers etc LisaRichardsLtd,427,794,0
,354,940,0
Hematologist at Ohio State All things myeloma primetime and beyond Tweets are my own,316,56,1
Wife Mom Dog Lover Tar Heel,127,294,0
Spanish liberal newbie I am always learning it with the hope of a better future because the present paints j Passionate about common sense,51,66,0
For a better Mexico hand in hand with the legality fairness and the common good neighbors united SalvaDF the susanakanahuati account is from my troll,2453,1987,0
Manager Talent Acquisition at AbbVie The postings on this site are my own and may not represent AbbVie s positions strategies or opinions,336,281,0
We are nothing but stardust,196,254,0
A member of the Genentech Talent Acquisition Team I recruit all levels of candidates for Genentech s Research and Development team gRED,503,1307,0
Urological surgeon Renal transplant surgeon Shoes champagne shopping travel Opinions my own RT endorsement,582,633,1
A data driven ClinicalTrials patient recruitment organization with a unique emphasis on patient insight and evidence based strategic thinking,775,789,0
36 years Forever with my wife muelis1 Treating Physician G O HTMC IESS,115,252,0
Pediatrician Doctor Novel Scandinavian Black Gastronomic Regular Traveler,304,1000,0
Dermatologist in South Carolina s Upstate,137,240,1
Socialist fights for a welfare that benefits everyone Has had enough of the Alliance's hypocrisy,539,1552,0
CTO Designer Coffee Bitcoin Photo Blogger http t co P15T74cpyq,952,649,0
Proud Father Teacher Marine NY GIANTS FAN Music Lover Workout Warrior Sneaker Collector Soccer Coach and Pipe Layer http t co UF5yKmJBHE,3677,3193,0
Modern art rebelled against the cult of the classical past fighting against the indifference of the general public defying dictators,207,172,0
,262,999,1
Aspiring academic surgeon Yale Stanford surgery gensurg endocrine globalhealth womensurgeons outcomes healthresearch surgeduc surginnovation,49,115,1
Poet Artist annoyingly independent female and baking one hell of a blueberry pie,678,447,0
Quequén Mi Lugar USA I love you MACRI2015 DON'T LIKE MY PROFILE DON'T FOLLOW ME DON'T WRITE ME My Birthday8 5,7234,7147,0
How come this account has been hacked without any response on Twitter thanks,26,1669,0
I created AchtungPresenta to turn the city upside down Networks in musiqueandocom,204,160,0
http t co vrXFcnjXgr YGL 2011 Personal Genomics Genomepatri Brainmap Sugargene Mol Diagnostics TB Malaria BioIT Poetry Art Lit and Tech,2914,476,0
All the elderly were initially children although few of them remember it,863,759,0
Fyco student in the US Living since 29 6 94 Seville without a Sevillian accent Sometimes I analyze the current Calisthenics Future financial advisor,1066,1154,0
,383,1337,0
Registered Medical Assistant health care advocate news junkie pro human Tweets are solely my opinion,285,523,1
That the quasi-triumph of the Catalonia competition will not triumph,3607,3221,0
I say what you don't want to hear but you know it's true FUCKING TARRAGONA,78,12,0
Bioscience Entrepreneur and Mountain Sports Enthusiast Vice President and Co Founder of Metabiomics a microbiome based colon cancer diagnostics CO,89,140,1
CEO ReelDx Building a healthcare revolution thru Secure Video Messaging Proud dad husband TimbersFC and trailblazers fan Life ain t gonna live itself,11745,9150,0
PhD MSCE Inter disciplinary Scientist Cancer Biochem Cell Molecular Bio Epidemiology PubHlth Data Analytics Clinical Research Good hearted humor,284,550,1
It all started with 1 sperm and an egg,64,58,0
Wife Mom of 2 grandmother of 5 Top Rated seller on eBay Blogging Selling bargains on eBay Amazon Addoway and Etsy Conservative political junkie,5958,4452,0
Knowledge Broker Emergency Physician Digital Clinician Educator Simple Rhizomatic FOAMed MedEd RT are not endorsement Opinions are my own,1524,851,1
97 student from Beade SKA ROCK,217,205,0
Student USCSchPharmacy Regulatory Science Clinical Research Tweets are my own,92,776,1
